abgeholt,1
abgeschlossen,1
abholen,3
ablaufdatum,1
abwickeln,1
achtest,1
anfrage,2
angebot,1
angefragtem,1
angelegt,1
anzahl,1
bargeldzahlung,1
begriiren,1
bekommt,1
berechnen,1
bestellt,1
bestellung,2
bezahloption,1
bezahlsystem,1
bierpfand,2
colada,1
darauf,2
daten,1
dekorieren,1
dekoriert,1
drink,1
eckpunkte,1
eingeladen,3
eingepflegt,1
en,2
erhalt,1
ermittelt,1
erstellt,1
erstes,1
familie,1
fiir,1
frei,1
freunde,3
freundin,1
garnieren,1
gast,1
gefriertruhe,1
gesamtpreis,1
gestaubsaugt,1
gewahit,1
gibt,1
glas,1
hotel,3
initial,1
ja,1
kasse,1
kauf,1
keit,1
kommt,1
kosten,1
kreditkarte,1
kunde,2
kundenanruf,1
l6schen,1
match,1
michael,2
netflix,2
neues,1
nimmst,1
person,2
pina,1
pizza,2
positiven,1
prifen,1
priifen,1
rechnung,1
richtige,1
rlangern,1
ruckmeldungen,1
sendet,1
sodass,1
staubsaugen,1
steht,1
stucke,1
sucht,1
temperatur,1
tinder,2
unterschrift,1
urlaub,1
ver,1
verlangert,1
vollstandig,1
wahit,1
wartet,1
weggebracht,1
wegpbringen,1
weitere,1
wohnung,2
zahlung,1
zahlungsfahig,1
ziel,1
zimmer,3
zwei,1
